PRSN,ADDRESS,Dataset Origin
274059,31 NANTON AVE ,Both Datasets
274061,35 NANTON AVE ,Both Datasets
274062,37 NANTON AVE ,Both Datasets
274063,41 NANTON AVE ,Both Datasets
274064,43 NANTON AVE ,Both Datasets
274065,45 NANTON AVE ,Both Datasets
274066,49 NANTON AVE ,Both Datasets
274067,53 NANTON AVE ,Both Datasets
274068,1 CASTLE FRANK RD ,Both Datasets
274069,3 CASTLE FRANK RD ,Both Datasets
274070,5 CASTLE FRANK RD ,Both Datasets
274071,7 CASTLE FRANK RD ,Both Datasets
274072,48 HAWTHORN AVE ,Both Datasets
274073,46 HAWTHORN AVE ,Both Datasets
274074,44 HAWTHORN AVE ,Both Datasets
274075,40 HAWTHORN AVE ,Both Datasets
274076,36 HAWTHORN AVE ,Both Datasets
274077,32 HAWTHORN AVE ,Both Datasets
274078,30 HAWTHORN AVE ,Both Datasets
274079,28 HAWTHORN AVE ,Both Datasets
274080,24 HAWTHORN AVE ,Both Datasets
274081,20 HAWTHORN AVE ,Both Datasets
274082,16 HAWTHORN AVE ,Both Datasets
274083,10 HAWTHORN AVE ,Both Datasets
270406,76 LYALL AVE ,Both Datasets
270407,74 LYALL AVE ,Both Datasets
270408,70 LYALL AVE ,Both Datasets
270409,68 LYALL AVE ,Both Datasets
270410,66 LYALL AVE ,Both Datasets
270411,64 LYALL AVE ,Both Datasets
270412,62 LYALL AVE ,Both Datasets
272858,43 PRICE ST ,Both Datasets
272859,45 PRICE ST ,Both Datasets
272860,44 PRICE ST ,Both Datasets
272865,10 PRICE ST ,Both Datasets
272866,8 PRICE ST ,Both Datasets
272867,1095 YONGE ST ,Both Datasets
272868,1097 YONGE ST ,Both Datasets
272869,1097 A YONGE ST ,Both Datasets
272870,1099 YONGE ST ,Both Datasets
272871,1101 YONGE ST ,Both Datasets
272873,1107 YONGE ST ,Both Datasets
272879,58 WHITEHALL RD ,Both Datasets
272880,54 WHITEHALL RD ,Both Datasets
272881,52 WHITEHALL RD ,Both Datasets
272883,46 A WHITEHALL RD ,Both Datasets
272884,44 WHITEHALL RD ,Both Datasets
272886,38 WHITEHALL RD ,Both Datasets
272887,36 WHITEHALL RD ,Both Datasets
272888,32 WHITEHALL RD ,Both Datasets
272889,30 WHITEHALL RD ,Both Datasets
272890,28 WHITEHALL RD ,Both Datasets
272891,26 WHITEHALL RD ,Both Datasets
273474,15 BEAUMONT RD ,Both Datasets
273476,9 BEAUMONT RD ,Both Datasets
273477,11 BEAUMONT RD ,Both Datasets
273478,14 BEAUMONT RD ,Both Datasets
273479,8 BEAUMONT RD ,Both Datasets
273480,7 BEAUMONT RD ,Both Datasets
273481,6 A BEAUMONT RD ,Both Datasets
273482,6 BEAUMONT RD ,Both Datasets
273483,5 BEAUMONT RD ,Both Datasets
273484,4 BEAUMONT RD ,Both Datasets
273485,3 BEAUMONT RD ,Both Datasets
273486,2 BEAUMONT RD ,Both Datasets
273487,1 A BEAUMONT RD ,Both Datasets
273488,109 GLEN RD ,Both Datasets
273489,111 GLEN RD ,Both Datasets
273490,117 GLEN RD ,Both Datasets
273491,119 GLEN RD ,Both Datasets
273492,119 GLEN RD ,Both Datasets
273493,123 GLEN RD ,Both Datasets
273494,125 GLEN RD ,Both Datasets
273495,127 GLEN RD ,Both Datasets
273496,29 BINSCARTH RD ,Both Datasets
273497,35 BINSCARTH RD ,Both Datasets
273498,41 BINSCARTH RD ,Both Datasets
273499,43 BINSCARTH RD ,Both Datasets
273500,45 BINSCARTH RD ,Both Datasets
273502,51 BINSCARTH RD ,Both Datasets
273503,53 BINSCARTH RD ,Both Datasets
273504,55 BINSCARTH RD ,Both Datasets
274097,2 HAWTHORN AVE ,Both Datasets
274098,64 DALE AVE ,Both Datasets
274099,60 DALE AVE ,Both Datasets
274100,58 DALE AVE ,Both Datasets
274101,56 DALE AVE ,Both Datasets
274102,51 GLEN RD ,Both Datasets
274103,55 GLEN RD ,Both Datasets
274104,57 GLEN RD ,Both Datasets
274105,63 GLEN RD ,Both Datasets
274106,65 GLEN RD ,Both Datasets
274108,83 ELM AVE ,Both Datasets
274109,87 ELM AVE ,Both Datasets
274114,91 ELM AVE ,Both Datasets
274115,93 ELM AVE ,Both Datasets
274116,99 ELM AVE ,Both Datasets
274117,50 NANTON AVE ,Both Datasets
274118,48 NANTON AVE ,Both Datasets
274119,46 NANTON AVE ,Both Datasets
274120,42 NANTON AVE ,Both Datasets
274121,40 NANTON AVE ,Both Datasets
274122,38 NANTON AVE ,Both Datasets
272302,132 ROSEDALE VALLEY RD ,Both Datasets
272303,136 ROSEDALE VALLEY RD ,Both Datasets
272304,138 ROSEDALE VALLEY RD ,Both Datasets
272306,130 ROSEDALE VALLEY RD ,Both Datasets
272307,100 ROSEDALE VALLEY RD ,Both Datasets
272309,14 CLUNY DR ,Both Datasets
272310,20 CLUNY DR ,Both Datasets
272311,12 CLUNY DR ,Both Datasets
272312,10 CLUNY DR ,Both Datasets
272892,24 WHITEHALL RD ,Both Datasets
272893,22 WHITEHALL RD ,Both Datasets
272894,20 WHITEHALL RD ,Both Datasets
272895,18 WHITEHALL RD ,Both Datasets
272896,14 WHITEHALL RD ,Both Datasets
272897,10 WHITEHALL RD ,Both Datasets
272898,6 WHITEHALL RD ,Both Datasets
272899,104 WHITEHALL RD ,Both Datasets
272900,100 WHITEHALL RD ,Both Datasets
272901,98 WHITEHALL RD ,Both Datasets
272902,96 WHITEHALL RD ,Both Datasets
272903,92 WHITEHALL RD ,Both Datasets
272905,84 WHITEHALL RD ,Both Datasets
272906,82 WHITEHALL RD ,Both Datasets
272907,78 WHITEHALL RD ,Both Datasets
272908,74 WHITEHALL RD ,Both Datasets
272909,70 WHITEHALL RD ,Both Datasets
272910,66 WHITEHALL RD ,Both Datasets
272911,64 WHITEHALL RD ,Both Datasets
272912,62 WHITEHALL RD ,Both Datasets
272913,15 GREGORY AVE ,Both Datasets
272914,79 WHITEHALL RD ,Both Datasets
272915,81 WHITEHALL RD ,Both Datasets
272916,83 WHITEHALL RD ,Both Datasets
272917,85 WHITEHALL RD ,Both Datasets
272918,87 WHITEHALL RD ,Both Datasets
272919,89 WHITEHALL RD ,Both Datasets
272920,93 WHITEHALL RD ,Both Datasets
272921,95 WHITEHALL RD ,Both Datasets
272922,97 WHITEHALL RD ,Both Datasets
272923,99 WHITEHALL RD ,Both Datasets
272924,103 WHITEHALL RD ,Both Datasets
272925,105 WHITEHALL RD ,Both Datasets
272926,106 DOUGLAS DR ,Both Datasets
272927,102 DOUGLAS DR ,Both Datasets
272928,100 DOUGLAS DR ,Both Datasets
273505,61 BINSCARTH RD ,Both Datasets
273506,65 BINSCARTH RD ,Both Datasets
273507,67 BINSCARTH RD ,Both Datasets
273508,73 BINSCARTH RD ,Both Datasets
273509,75 BINSCARTH RD ,Both Datasets
273510,81 BINSCARTH RD ,Both Datasets
273511,83 BINSCARTH RD ,Both Datasets
273512,85 BINSCARTH RD ,Both Datasets
273513,89 BINSCARTH RD ,Both Datasets
273515,102 BINSCARTH RD ,Both Datasets
273516,208 ROXBOROUGH DR ,Both Datasets
273517,206 ROXBOROUGH DR ,Both Datasets
273518,202 ROXBOROUGH DR ,Both Datasets
273519,200 ROXBOROUGH DR ,Both Datasets
273520,196 ROXBOROUGH DR ,Both Datasets
273522,190 ROXBOROUGH DR ,Both Datasets
273523,188 ROXBOROUGH DR ,Both Datasets
273524,184 ROXBOROUGH DR ,Both Datasets
273525,172 ROXBOROUGH DR ,Both Datasets
273526,170 ROXBOROUGH DR ,Both Datasets
273527,166 ROXBOROUGH DR ,Both Datasets
273528,157 GLEN RD ,Both Datasets
273529,159 GLEN RD ,Both Datasets
273530,219 DOUGLAS DR ,Both Datasets
273531,225 DOUGLAS DR ,Both Datasets
273532,229 DOUGLAS DR ,Both Datasets
273533,233 DOUGLAS DR ,Both Datasets
273535,338 DOUGLAS DR ,Both Datasets
273536,336 DOUGLAS DR ,Both Datasets
273537,3 ASTLEY AVE ,Both Datasets
273538,5 ASTLEY AVE ,Both Datasets
274123,36 NANTON AVE ,Both Datasets
274124,34 NANTON AVE ,Both Datasets
274125,32 NANTON AVE ,Both Datasets
274126,30 NANTON AVE ,Both Datasets
274127,28 NANTON AVE ,Both Datasets
274128,26 NANTON AVE ,Both Datasets
274129,24 NANTON AVE ,Both Datasets
274130,22 NANTON AVE ,Both Datasets
274131,20 NANTON AVE ,Both Datasets
274132,18 NANTON AVE ,Both Datasets
274133,44 DALE AVE ,Both Datasets
274134,42 DALE AVE ,Both Datasets
274135,62 MAPLE AVE ,Both Datasets
274136,58 MAPLE AVE ,Both Datasets
274137,56 MAPLE AVE ,Both Datasets
274138,44 MAPLE AVE ,Both Datasets
274139,44 A MAPLE AVE ,IBMS Data
274140,48 MAPLE AVE ,Both Datasets
274141,50 A MAPLE AVE ,IBMS Data
274144,52 MAPLE AVE ,Both Datasets
274148,38 MAPLE AVE ,Both Datasets
274149,36 MAPLE AVE ,Both Datasets
274150,28 MAPLE AVE ,Both Datasets
274152,7 POWELL AVE ,Both Datasets
274153,9 POWELL AVE ,Both Datasets
274154,11 POWELL AVE ,Both Datasets
274155,15 POWELL AVE ,Both Datasets
274156,43 MAPLE AVE ,Both Datasets
274157,47 MAPLE AVE ,Both Datasets
274158,51 MAPLE AVE ,Both Datasets
274159,53 MAPLE AVE ,Both Datasets
274160,36 DALE AVE ,Both Datasets
274161,34 DALE AVE ,Both Datasets
274162,32 DALE AVE ,Both Datasets
274163,30 DALE AVE ,Both Datasets
270468,58 LYALL AVE ,Both Datasets
270469,56 LYALL AVE ,Both Datasets
270470,50 LYALL AVE ,Both Datasets
270471,48 LYALL AVE ,Both Datasets
270472,46 LYALL AVE ,Both Datasets
270473,44 LYALL AVE ,Both Datasets
270474,42 LYALL AVE ,Both Datasets
270475,40 LYALL AVE ,Both Datasets
270476,38 B LYALL AVE ,Both Datasets
270477,38 A LYALL AVE ,Both Datasets
270478,38 LYALL AVE ,Both Datasets
272313,8 CLUNY DR ,Both Datasets
272314,4 CLUNY DR ,Both Datasets
272315,2 CLUNY DR ,Both Datasets
272316,30 ROSEDALE RD ,Both Datasets
272317,28 ROSEDALE RD ,Both Datasets
272318,120 ROSEDALE VALLEY RD ,Both Datasets
272319,10 ROSEDALE RD ,Both Datasets
272320,16 PINE HILL RD ,Both Datasets
272321,14 PINE HILL RD ,Both Datasets
272322,12 PINE HILL RD ,Both Datasets
272323,10 PINE HILL RD ,Both Datasets
272324,6 PINE HILL RD ,Both Datasets
272325,5 PINE HILL RD ,Both Datasets
272326,7 PINE HILL RD ,Both Datasets
272327,11 PINE HILL RD ,Both Datasets
272328,6 ROSEDALE RD ,Both Datasets
272329,4 ROSEDALE RD ,Both Datasets
272330,2 ROSEDALE RD ,Both Datasets
272332,103 PARK RD ,Both Datasets
272333,105 PARK RD ,Both Datasets
272334,107 PARK RD ,Both Datasets
272335,109 PARK RD ,Both Datasets
272336,111 PARK RD ,Both Datasets
272337,115 PARK RD ,Both Datasets
272338,117 PARK RD ,Both Datasets
272340,4 MEREDITH CRES ,Both Datasets
272341,6 MEREDITH CRES ,Both Datasets
272342,10 MEREDITH CRES ,Both Datasets
272343,12 MEREDITH CRES ,Both Datasets
272344,14 MEREDITH CRES ,Both Datasets
272345,18 MEREDITH CRES ,Both Datasets
272346,126 MOUNT PLEASANT RD ,Both Datasets
272347,120 MOUNT PLEASANT RD ,Both Datasets
272929,96 DOUGLAS DR ,Both Datasets
272930,92 DOUGLAS DR ,Both Datasets
272931,88 DOUGLAS DR ,Both Datasets
272932,84 DOUGLAS DR ,Both Datasets
272933,80 DOUGLAS DR ,Both Datasets
272934,76 DOUGLAS DR ,Both Datasets
272935,72 DOUGLAS DR ,Both Datasets
272936,68 DOUGLAS DR ,Both Datasets
272937,21 HIGHLAND CRES ,Both Datasets
272938,5 WHITEHALL RD ,Both Datasets
272939,9 WHITEHALL RD ,Both Datasets
272940,11 WHITEHALL RD ,Both Datasets
272941,15 WHITEHALL RD ,Both Datasets
272942,19 WHITEHALL RD ,Both Datasets
272943,23 WHITEHALL RD ,Both Datasets
272944,25 WHITEHALL RD ,Both Datasets
272945,27 WHITEHALL RD ,Both Datasets
272946,29 WHITEHALL RD ,Both Datasets
272947,31 WHITEHALL RD ,Both Datasets
272948,33 WHITEHALL RD ,Both Datasets
272949,35 WHITEHALL RD ,Both Datasets
272950,39 WHITEHALL RD ,Both Datasets
272951,43 WHITEHALL RD ,Both Datasets
272952,47 WHITEHALL RD ,Both Datasets
272953,18 GREGORY AVE ,Both Datasets
272954,60 DOUGLAS DR ,Both Datasets
272955,56 DOUGLAS DR ,Both Datasets
272956,52 DOUGLAS DR ,Both Datasets
272958,44 DOUGLAS DR ,Both Datasets
272959,40 DOUGLAS DR ,Both Datasets
272960,36 DOUGLAS DR ,Both Datasets
272961,32 DOUGLAS DR ,Both Datasets
272962,28 DOUGLAS DR ,Both Datasets
272963,26 DOUGLAS DR ,Both Datasets
272964,22 DOUGLAS DR ,Both Datasets
272965,18 DOUGLAS DR ,Both Datasets
273549,167 GLEN RD ,Both Datasets
273550,169 GLEN RD ,Both Datasets
273551,173 GLEN RD ,Both Datasets
273552,175 GLEN RD ,Both Datasets
273553,205 GLEN RD ,Both Datasets
273555,209 GLEN RD ,Both Datasets
273556,211 GLEN RD ,Both Datasets
273558,215 GLEN RD ,Both Datasets
273559,217 GLEN RD ,Both Datasets
273560,219 GLEN RD ,Both Datasets
273561,223 GLEN RD ,Both Datasets
273562,278 DOUGLAS DR ,Both Datasets
273563,274 DOUGLAS DR ,Both Datasets
273564,270 DOUGLAS DR ,Both Datasets
273565,266 DOUGLAS DR ,Both Datasets
273566,260 DOUGLAS DR ,Both Datasets
273567,250 DOUGLAS DR ,Both Datasets
273568,238 DOUGLAS DR ,Both Datasets
273569,236 DOUGLAS DR ,Both Datasets
273570,232 DOUGLAS DR ,Both Datasets
273571,228 DOUGLAS DR ,Both Datasets
273572,224 DOUGLAS DR ,Both Datasets
273573,222 DOUGLAS DR ,Both Datasets
273574,220 DOUGLAS DR ,Both Datasets
273575,135 GLEN RD ,Both Datasets
273576,159 ROXBOROUGH DR ,Both Datasets
273577,161 ROXBOROUGH DR ,Both Datasets
273578,163 ROXBOROUGH DR ,Both Datasets
273579,165 ROXBOROUGH DR ,Both Datasets
273580,167 ROXBOROUGH DR ,Both Datasets
274164,26 DALE AVE ,Both Datasets
274165,41 GLEN RD ,Both Datasets
274166,45 GLEN RD ,Both Datasets
274167,29 MAPLE AVE ,Both Datasets
274168,31 MAPLE AVE ,Both Datasets
274169,33 MAPLE AVE ,Both Datasets
274170,35 MAPLE AVE ,Both Datasets
274171,37 MAPLE AVE ,Both Datasets
274172,39 MAPLE AVE ,Both Datasets
274173,41 MAPLE AVE ,Both Datasets
274174,10 POWELL AVE ,Both Datasets
274175,8 POWELL AVE ,Both Datasets
274177,16 DALE AVE ,Both Datasets
274178,14 DALE AVE ,Both Datasets
274179,12 DALE AVE ,Both Datasets
274180,10 DALE AVE ,Both Datasets
274181,8 DALE AVE ,Both Datasets
274182,6 DALE AVE ,Both Datasets
274183,4 DALE AVE ,Both Datasets
274184,2 DALE AVE ,Both Datasets
274185,45 ELM AVE ,Both Datasets
274186,47 ELM AVE ,Both Datasets
274187,49 ELM AVE ,Both Datasets
274188,51 ELM AVE ,Both Datasets
274189,53 ELM AVE ,Both Datasets
274190,55 ELM AVE ,Both Datasets
274191,57 ELM AVE ,Both Datasets
274192,61 ELM AVE ,Both Datasets
274193,66 GLEN RD ,Both Datasets
274194,64 GLEN RD ,Both Datasets
274195,62 A GLEN RD ,Both Datasets
274196,62 GLEN RD ,Both Datasets
274197,60 A GLEN RD ,Both Datasets
274198,60 GLEN RD ,Both Datasets
274199,58 GLEN RD ,Both Datasets
274201,22 MAPLE AVE ,Both Datasets
274202,18 MAPLE AVE ,Both Datasets
274731,16 SHAFTESBURY AVE ,Both Datasets
275885,208 ST CLAIR AVE E,Both Datasets
270527,36 LYALL AVE ,Both Datasets
270528,34 LYALL AVE ,Both Datasets
270529,32 LYALL AVE ,Both Datasets
270530,30 LYALL AVE ,Both Datasets
270531,28 LYALL AVE ,Both Datasets
270532,26 LYALL AVE ,Both Datasets
270533,24 LYALL AVE ,Both Datasets
270534,22 LYALL AVE ,Both Datasets
270535,20 LYALL AVE ,Both Datasets
272349,6 ELM AVE ,Both Datasets
272350,4 ELM AVE ,Both Datasets
272351,2 ELM AVE ,Both Datasets
272352,1 ELM AVE ,Both Datasets
272353,3 ELM AVE ,Both Datasets
272356,1 A ROSEDALE RD ,Both Datasets
272357,1 B ROSEDALE RD ,Both Datasets
272358,3 ROSEDALE RD ,Both Datasets
272359,5 ROSEDALE RD ,Both Datasets
272360,7 ROSEDALE RD ,Both Datasets
272361,19 ROSEDALE RD ,Both Datasets
272362,21 ROSEDALE RD ,Both Datasets
272363,23 ROSEDALE RD ,Both Datasets
272364,19 AVONDALE RD ,Both Datasets
272365,17 A AVONDALE RD ,Both Datasets
272366,17 AVONDALE RD ,Both Datasets
272367,94 PARK RD ,Both Datasets
272368,92 PARK RD ,Both Datasets
272369,90 PARK RD ,Both Datasets
272373,30 AVONDALE RD ,Both Datasets
272374,27 ROSEDALE RD ,Both Datasets
272375,31 ROSEDALE RD ,Both Datasets
272376,33 ROSEDALE RD ,Both Datasets
272377,35 ROSEDALE RD ,Both Datasets
272378,35 ROSEDALE RD ,Both Datasets
272381,37 ROSEDALE RD ,Both Datasets
272382,39 ROSEDALE RD ,Both Datasets
272383,41 ROSEDALE RD ,Both Datasets
272384,43 ROSEDALE RD ,Both Datasets
272385,45 ROSEDALE RD ,Both Datasets
272386,47 ROSEDALE RD ,Both Datasets
272387,49 ROSEDALE RD ,Both Datasets
272388,51 ROSEDALE RD ,Both Datasets
272966,14 DOUGLAS DR ,Both Datasets
272967,10 DOUGLAS DR ,Both Datasets
272968,6 DOUGLAS DR ,Both Datasets
272969,4 DOUGLAS DR ,Both Datasets
272971,2 WHITEHALL RD ,Both Datasets
272972,24 HIGHLAND CRES ,Both Datasets
272973,20 HIGHLAND CRES ,Both Datasets
272974,16 HIGHLAND CRES ,Both Datasets
272975,12 HIGHLAND CRES ,Both Datasets
272976,8 HIGHLAND CRES ,Both Datasets
272977,4 HIGHLAND CRES ,Both Datasets
272978,2 HIGHLAND CRES ,Both Datasets
272979,1 DOUGLAS DR ,Both Datasets
272980,3 DOUGLAS DR ,Both Datasets
272981,5 DOUGLAS DR ,Both Datasets
272982,9 DOUGLAS DR ,Both Datasets
272983,15 DOUGLAS DR ,Both Datasets
272984,17 DOUGLAS DR ,Both Datasets
272985,21 DOUGLAS DR ,Both Datasets
272986,23 DOUGLAS DR ,Both Datasets
272987,27 DOUGLAS DR ,Both Datasets
272988,31 DOUGLAS DR ,Both Datasets
272989,35 DOUGLAS DR ,Both Datasets
272990,39 DOUGLAS DR ,Both Datasets
272991,43 DOUGLAS DR ,Both Datasets
272992,47 DOUGLAS DR ,Both Datasets
272993,51 DOUGLAS DR ,Both Datasets
272994,55 DOUGLAS DR ,Both Datasets
272996,65 DOUGLAS DR ,Both Datasets
272997,69 DOUGLAS DR ,Both Datasets
272998,73 DOUGLAS DR ,Both Datasets
272999,77 DOUGLAS DR ,Both Datasets
273000,81 DOUGLAS DR ,Both Datasets
273001,85 DOUGLAS DR ,Both Datasets
273002,89 DOUGLAS DR ,Both Datasets
273003,93 DOUGLAS DR ,Both Datasets
273581,169 ROXBOROUGH DR ,Both Datasets
273582,171 ROXBOROUGH DR ,Both Datasets
273583,173 ROXBOROUGH DR ,Both Datasets
273584,175 ROXBOROUGH DR ,Both Datasets
273585,177 ROXBOROUGH DR ,Both Datasets
273586,179 ROXBOROUGH DR ,Both Datasets
273587,181 ROXBOROUGH DR ,Both Datasets
273588,183 ROXBOROUGH DR ,Both Datasets
273589,185 ROXBOROUGH DR ,Both Datasets
273590,187 ROXBOROUGH DR ,Both Datasets
273591,34 WHITNEY AVE ,Both Datasets
273592,32 WHITNEY AVE ,Both Datasets
273593,30 WHITNEY AVE ,Both Datasets
273594,28 WHITNEY AVE ,Both Datasets
273595,26 WHITNEY AVE ,Both Datasets
273596,24 WHITNEY AVE ,Both Datasets
273597,22 WHITNEY AVE ,Both Datasets
273598,20 WHITNEY AVE ,Both Datasets
273599,18 WHITNEY AVE ,Both Datasets
273600,16 WHITNEY AVE ,Both Datasets
273601,14 WHITNEY AVE ,Both Datasets
273602,10 WHITNEY AVE ,Both Datasets
273603,8 WHITNEY AVE ,Both Datasets
273604,6 WHITNEY AVE ,Both Datasets
273606,84 HIGHLAND AVE ,Both Datasets
273607,82 HIGHLAND AVE ,Both Datasets
273609,78 HIGHLAND AVE ,Both Datasets
273610,107 ROXBOROUGH DR ,Both Datasets
273611,109 ROXBOROUGH DR ,Both Datasets
273612,111 ROXBOROUGH DR ,Both Datasets
273613,115 ROXBOROUGH DR ,Both Datasets
273614,117 ROXBOROUGH DR ,Both Datasets
273615,119 ROXBOROUGH DR ,Both Datasets
273616,121 ROXBOROUGH DR ,Both Datasets
273617,123 ROXBOROUGH DR ,Both Datasets
273618,125 ROXBOROUGH DR ,Both Datasets
274203,16 MAPLE AVE ,Both Datasets
274204,12 MAPLE AVE ,Both Datasets
274205,10 MAPLE AVE ,Both Datasets
274206,8 MAPLE AVE ,Both Datasets
274207,6 MAPLE AVE ,Both Datasets
274208,4 MAPLE AVE ,Both Datasets
274213,1 SHERBOURNE ST N,Both Datasets
274214,3 SHERBOURNE ST N,IBMS Data
274215,5 SHERBOURNE ST N,IBMS Data
274216,7 SHERBOURNE ST N,IBMS Data
274217,1 ANCROFT PL ,IBMS Data
274218,2 ANCROFT PL ,IBMS Data
274219,3 ANCROFT PL ,IBMS Data
274221,5 ANCROFT PL ,IBMS Data
274223,7 ANCROFT PL ,IBMS Data
274224,8 ANCROFT PL ,IBMS Data
274225,9 ANCROFT PL ,IBMS Data
274226,10 ANCROFT PL ,IBMS Data
274227,11 ANCROFT PL ,IBMS Data
274228,12 ANCROFT PL ,Both Datasets
274229,14 ANCROFT PL ,IBMS Data
274230,15 ANCROFT PL ,IBMS Data
274231,16 ANCROFT PL ,IBMS Data
274236,9 SHERBOURNE ST N,Both Datasets
275922,83 INGLEWOOD DR ,Both Datasets
270563,85 MAIN ST ,Both Datasets
270564,97 MAIN ST ,Both Datasets
271801,82 DAWES RD ,Both Datasets
271802,80 DAWES RD ,Both Datasets
271803,78 DAWES RD ,Both Datasets
271804,76 DAWES RD ,Both Datasets
271805,74 DAWES RD ,Both Datasets
271806,72 DAWES RD ,Both Datasets
272402,81 CRESCENT RD ,Both Datasets
272403,83 CRESCENT RD ,Both Datasets
272404,85 CRESCENT RD ,Both Datasets
272405,87 CRESCENT RD ,Both Datasets
272406,89 CRESCENT RD ,Both Datasets
272407,91 CRESCENT RD ,Both Datasets
272408,95 CRESCENT RD ,Both Datasets
272409,99 CRESCENT RD ,Both Datasets
272410,103 CRESCENT RD ,Both Datasets
272412,7 SOUTH DR ,Both Datasets
272413,9 SOUTH DR ,Both Datasets
272416,23 SOUTH DR ,Both Datasets
272418,31 SOUTH DR ,Both Datasets
272419,35 SOUTH DR ,Both Datasets
272420,39 SOUTH DR ,Both Datasets
272421,128 PARK RD ,Both Datasets
272422,124 PARK RD ,Both Datasets
272423,120 PARK RD ,Both Datasets
272424,114 PARK RD ,Both Datasets
272425,110 PARK RD ,Both Datasets
273004,97 DOUGLAS DR ,Both Datasets
273005,101 DOUGLAS DR ,Both Datasets
273006,105 DOUGLAS DR ,Both Datasets
273007,109 DOUGLAS DR ,Both Datasets
273008,42 SCHOLFIELD AVE ,Both Datasets
273009,40 SCHOLFIELD AVE ,Both Datasets
273010,38 SCHOLFIELD AVE ,Both Datasets
273012,2 SCHOLFIELD AVE ,Both Datasets
273013,66 HIGHLAND AVE ,Both Datasets
273014,64 HIGHLAND AVE ,Both Datasets
273015,62 HIGHLAND AVE ,Both Datasets
273016,60 HIGHLAND AVE ,Both Datasets
273017,58 HIGHLAND AVE ,Both Datasets
273018,56 HIGHLAND AVE ,Both Datasets
273019,20 HIGHLAND AVE ,Both Datasets
273020,16 HIGHLAND AVE ,Both Datasets
273022,10 HIGHLAND AVE ,Both Datasets
273024,6 HIGHLAND AVE ,Both Datasets
273025,4 HIGHLAND AVE ,Both Datasets
273026,2 HIGHLAND AVE ,Both Datasets
273027,5 HIGHLAND GDNS ,Both Datasets
273028,3 HIGHLAND GDNS ,Both Datasets
273029,1 HIGHLAND GDNS ,Both Datasets
273030,2 HIGHLAND GDNS ,Both Datasets
273031,4 HIGHLAND GDNS ,Both Datasets
273032,1 HIGHLAND AVE ,Both Datasets
273033,5 HIGHLAND AVE ,Both Datasets
273034,3 HIGHLAND AVE ,Both Datasets
273035,7 HIGHLAND AVE ,Both Datasets
273036,9 HIGHLAND AVE ,Both Datasets
273037,11 HIGHLAND AVE ,Both Datasets
273038,15 HIGHLAND AVE ,Both Datasets
273039,19 HIGHLAND AVE ,Both Datasets
273040,27 HIGHLAND AVE ,Both Datasets
273041,45 HIGHLAND AVE ,Both Datasets
273619,127 ROXBOROUGH DR ,Both Datasets
273620,131 ROXBOROUGH DR ,Both Datasets
273621,133 ROXBOROUGH DR ,Both Datasets
273622,135 ROXBOROUGH DR ,Both Datasets
273623,137 ROXBOROUGH DR ,Both Datasets
273624,139 ROXBOROUGH DR ,Both Datasets
273625,140 GLEN RD ,Both Datasets
273626,136 GLEN RD ,Both Datasets
273627,134 GLEN RD ,Both Datasets
273628,132 GLEN RD ,Both Datasets
273629,130 GLEN RD ,Both Datasets
273630,128 GLEN RD ,Both Datasets
273632,40 BINSCARTH RD ,Both Datasets
273633,38 BINSCARTH RD ,Both Datasets
273634,36 BINSCARTH RD ,Both Datasets
273635,34 BINSCARTH RD ,Both Datasets
273636,32 BINSCARTH RD ,Both Datasets
273637,30 BINSCARTH RD ,Both Datasets
273638,26 BINSCARTH RD ,Both Datasets
273639,24 BINSCARTH RD ,Both Datasets
273640,22 BINSCARTH RD ,Both Datasets
273641,20 BINSCARTH RD ,Both Datasets
273642,18 BINSCARTH RD ,Both Datasets
273643,16 BINSCARTH RD ,Both Datasets
273644,14 BINSCARTH RD ,Both Datasets
273645,12 BINSCARTH RD ,Both Datasets
273646,8 BINSCARTH RD ,Both Datasets
273647,4 BINSCARTH RD ,Both Datasets
273648,131 GLEN RD ,Both Datasets
273649,1 WHITNEY AVE ,Both Datasets
273650,3 WHITNEY AVE ,Both Datasets
273651,5 WHITNEY AVE ,Both Datasets
273652,7 WHITNEY AVE ,Both Datasets
273653,9 WHITNEY AVE ,Both Datasets
273654,11 WHITNEY AVE ,Both Datasets
273655,15 WHITNEY AVE ,Both Datasets
273656,17 WHITNEY AVE ,Both Datasets
274237,1 MAPLE AVE ,Both Datasets
274238,1 A MAPLE AVE ,Both Datasets
274239,3 MAPLE AVE ,Both Datasets
274240,5 MAPLE AVE ,Both Datasets
274241,5 A MAPLE AVE ,Both Datasets
274242,7 MAPLE AVE ,Both Datasets
274243,11 MAPLE AVE ,Both Datasets
274244,13 MAPLE AVE ,Both Datasets
274245,15 MAPLE AVE ,Both Datasets
274246,17 MAPLE AVE ,Both Datasets
274247,19 MAPLE AVE ,Both Datasets
274248,21 MAPLE AVE ,Both Datasets
274249,54 GLEN RD ,Both Datasets
274250,48 GLEN RD ,Both Datasets
274251,46 GLEN RD ,Both Datasets
274252,44 GLEN RD ,Both Datasets
274253,40 GLEN RD ,Both Datasets
274256,15 ELM AVE ,Both Datasets
274257,17 ELM AVE ,Both Datasets
274258,19 ELM AVE ,Both Datasets
274260,23 ELM AVE ,Both Datasets
274261,23 A ELM AVE ,Both Datasets
