   ,PROPX,PROPY,PROPERTYROLL,STATUSCODE,status,PRSN,ADDRESS,bylaw,details,P4_DATE,P5_DATE,LIST_DATE,BYLAW_P4,BYLAW_P5,HERT_CONSERV_DISTRICT,INTENT_DATE,CONTRIBUTING
9950,303148.648,4827611.774,1.92E+18,1101,Listed,572335,27 LAKE PROMENADE  ,,,,,27-Sep-06,,,,,NA
9951,305221.827,4828984.326,1919,1102,Part IV,569906,2669-2673 LAKE SHORE BLVD W,99-2015,"Intention to Designate adopted by City Council on Sept 21 & 22, 2011.  Designation by-law 99-2015 enacted and passed December 11, 2014.",11-Dec-14,,,99-2015,,,22-Sep-11,
9952,303096.029,4827691.686,1.92E+18,1101,Listed,572363,32 LAKE PROMENADE  ,,,,,27-Sep-06,,,,,NA
9953,305333.752,4830576.07,1.92E+18,1101,Listed,567975,107 SUPERIOR AVE ,,,,,27-Sep-06,,,,,NA
9954,304964.003,4829872.631,1.92E+18,1101,Listed,568590,32 MACDONALD ST ,,,,,27-Sep-06,,,,,NA
9955,303841.32,4828468.51,1.92E+18,1101,Listed,571179,98 THIRTEENTH ST ,,,,,27-Sep-06,,,,,NA
9956,319134.724,4837921.433,1.90E+18,1101,Listed,579311,1627 DANFORTH AVE ,,"Included on the Heritage Register June 18, 2019.
",,,18-Jun-19,,,,,
9957,304043.197,4829012.02,1.92E+18,1101,Listed,580399,124 BIRMINGHAM ST ,,Hydro Substation,,,27-Sep-06,,,,,NA
9958,302351.116,4827693.949,1.92E+18,1101,Listed,573052,14 PARK BLVD ,,,,,27-Sep-06,,,,,NA
9959,302085.627,4827530.303,1.92E+18,1101,Listed,573082,15 THIRTY FIFTH ST ,,,,,27-Sep-06,,,,,NA
9960,304471.999,4830284.648,1.92E+18,1101,Listed,577969,75 JUDSON ST ,,,,,27-Sep-06,,,,,NA
9961,320396.808,4838329.275,1.90E+18,1101,Listed,579327,2357 DANFORTH AVE ,,"DANFORTH AVENUE SUBSTATION; 1925-26, A.E. SALISBURY, ARCHITECT TORONTO HYDRO ELECTRIC SYSTEM, BUILDER -ADOPTED BY CITY COUNCIL ON MAY 15 AND 16, 1995",,,16-May-95,,,,,NA
9962,314304.572,4836855.927,1.90E+18,1103,Part V,579338,280 ROSEDALE VALLEY RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003.",,07-Feb-03,,,115-2003,South Rosedale,,
9963,314032.1,4837788.156,1.90E+18,1103,Part V,579339,124 PRICEFIELD RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
9964,315169.012,4837223.737,1.90E+18,1103,Part V,579341,9 CASTLE FRANK RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
9965,312796.471,4841940.91,1.90E+18,1101,Listed,579358,2833 YONGE ST ,,"Glengrove Substation, 1931 -adopted by City Council on Feb. 6, 1974",,,06-Feb-74,,,,,NA
9966,308923.338,4834522.336,1.90E+18,1101,Listed,580526,2102 DUNDAS ST W,,Identified through the Dundas Street West and Roncesvalles Avenue Built Form Study (2018) and part of the Dundas-Roncesvalles Historic Context. Built in 1913-1924. main street commercial row building type.,,,17-Dec-20,,,,,
9967,302076.42,4827558.854,1.92E+18,1101,Listed,573084,21 THIRTY FIFTH ST ,,,,,27-Sep-06,,,,,NA
9968,302078.677,4827574.585,1.92E+18,1101,Listed,573085,23 THIRTY FIFTH ST ,,,,,27-Sep-06,,,,,NA
9969,302128.936,4827588.182,1.92E+18,1101,Listed,573089,39 PARK BLVD ,,,,,27-Sep-06,,,,,NA
9970,302169.333,4827575.378,1.92E+18,1101,Listed,573092,22 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
9971,302173.955,4827568.598,1.92E+18,1101,Listed,573093,20 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
9972,302180.175,4827545.244,1.92E+18,1101,Listed,573095,16 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
9973,302151.014,4827536.768,1.92E+18,1101,Listed,573096,2 CHAPEL RD ,,,,,27-Sep-06,,,,,NA
9974,302138.05,4827539.003,1.92E+18,1101,Listed,573097,4 CHAPEL RD ,,,,,27-Sep-06,,,,,NA
9975,302125.088,4827541.238,1.92E+18,1101,Listed,573098,6 CHAPEL RD ,,,,,27-Sep-06,,,,,NA
9976,302105.768,4827468.565,1.92E+18,1101,Listed,573100,3 THIRTY FIFTH ST ,,,,,27-Sep-06,,,,,NA
9977,302152.4,4827502.733,1.92E+18,1101,Listed,573105,3 CHAPEL RD ,,,,,27-Sep-06,,,,,NA
9978,302181.564,4827526.484,1.92E+18,1101,Listed,573106,14 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
9979,302201.144,4827487.849,1.92E+18,1101,Listed,573109,4 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
9980,302209.728,4827464.687,1.92E+18,1101,Listed,573110,2 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
9981,302197.437,4827457.718,1.92E+18,1101,Listed,573111,256 LAKE PROMENADE  ,,,,,27-Sep-06,,,,,NA
9982,302181.908,4827453.303,1.92E+18,1101,Listed,573112,258 LAKE PROMENADE  ,,,,,27-Sep-06,,,,,NA
9983,302168.441,4827449.428,1.92E+18,1101,Listed,573113,262 LAKE PROMENADE  ,,,,,27-Sep-06,,,,,NA
9984,302155.333,4827443.663,1.92E+18,1101,Listed,573114,264 LAKE PROMENADE  ,,,,,27-Sep-06,,,,,NA
9985,302139.262,4827439.952,1.92E+18,1101,Listed,573115,274 LAKE PROMENADE  ,,,,,27-Sep-06,,,,,NA
9986,302112.887,4827431.096,1.92E+18,1101,Listed,573117,278 LAKE PROMENADE  ,,,,,27-Sep-06,,,,,NA
9987,312890.819,4840816.174,1.90E+18,1102,Part IV,579386,2388 YONGE ST ,58-2015,"Postal Station K, 1936, Murray Brown -adopted by City Council on Feb. 6, 1974.  Council stated its Intention to Designate at its meeting of July 8, 9, 10 and 11, 2014.  Heritage Easement Agreement registered on October 6, 2014 as Instrument # AT3707554.  Designation by-law 58-2015 enacted and passed December 11, 2014.",11-Dec-14,,06-Feb-74,58-2015,,,08-Jul-14,NA
9988,313419.146,4836078.504,1.90E+18,1101,Listed,579395,75 QUEEN'S PARK  ,,SEE 73 Queen's Park Crescent East (Birge Carnegie Library),,,20-Jun-73,,,,,NA
9989,313419.146,4836078.504,1.90E+18,1101,Listed,579395,75 QUEEN'S PARK  ,,"Burwash Hall, Victoria University: 1909-1912, Sproatt and Rolph; identified for convenience purposes as 89 Charles Street West -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
9990,313419.146,4836078.504,1.90E+18,1101,Listed,579395,75 QUEEN'S PARK  ,,"Emanuel College, Victoria University: 1929-1931, Sproatt and Rolph; identified for convenience purposes as 75 Queen's Park Crescent East -adopted by city Council on June 20, 1973",,,20-Jun-73,,,,,NA
9991,313419.146,4836078.504,1.90E+18,1101,Listed,579395,75 QUEEN'S PARK  ,,"Men's Residence, Victoria University: 1909-1912, Sproatt and Rolph; identified for convenience purposes as 91 Charles Street West -adopted by city Council on June 20, 1973",,,20-Jun-73,,,,,NA
9992,313419.146,4836078.504,1.90E+18,1101,Listed,579395,75 QUEEN'S PARK  ,,"Victoria College: 1892, W.G. Storm -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
9993,313419.146,4836078.504,1.90E+18,1101,Listed,579395,75 QUEEN'S PARK  ,,"Birge-Carnegie Library, Victoria University: 1908-1911, Sproatt and Rolph; identified for convenience purposes as 75A Queen's Park -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
9994,313419.146,4836078.504,1.90E+18,1101,Listed,579395,75 QUEEN'S PARK  ,,"This is the confirmed municipal address for Victoria College; it is also the confirmed municipal address for properties identified for convenience purposes as 89 Charles Street West, 91 Charles Street West and 75 and 75A Queen's Park -adopted by City Coun",,,20-Jun-73,,,,,NA
9995,311241.35,4833590.684,1.90E+18,1101,Listed,580544,1030 QUEEN ST W,,Identified through the West Queen West Planning Study (2020) and part of the West Queen West Historic Context. Built in 1889. main street commercial row building type.,,,16-Dec-20,,,,,
9996,313026.844,4837205.148,1.90E+18,1101,Listed,580579,236 AVENUE RD ,,"Rectory, Church of the Messiah; Gordon and Helliwell, 1892 -adopted by City Council on Nov. 21 & 23, 1973",,,23-Nov-73,,,,,NA
9997,314499.998,4834038.677,1.90E+18,1102,Part IV,580598,199 BAY ST ,467-91   539-91,"Commerce Court, 1968-72; I.M. Pei and Associations with Page and Steele, architects; V.K. Mason and Peter Kiewit Sons Company of Canada Limited, contractors/builders, (please see 25 King Street West for further information) DESIGNATION By-Law passed by City Council on August 12, 1991 Repealing By-Law No. 539-91 passed by City Council on September 16, 1991 (repealing by-law changes the last sentence of Schedule B of By-Law No. 467-91)",12-Aug-91,,,467-91   539-91,,,,NA
9998,313268.704,4833501.775,1.90E+18,1101,Listed,580602,24 SPADINA AVE ,,"Gale Building, 1905; Woodruff and Robins Company Architects; adopted by City Council on June 16, 2005.
Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",,,16-Jun-05,,,,,Y
9999,313380.327,4833749.836,1.90E+18,1101,Listed,580608,387 KING ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",,,06-Dec-17,,,,,Y
10000,313803.793,4834022.285,1904,1102,Part IV,580613,19 DUNCAN ST ,"597-2017, 1241-2017","Southam Press Building, 1908; Sproatt and Rolph Architects, adopted by City Council on June 16, 2005.
Council stated its intention to designate on July 12, 2016. Part IV designation By-law 597-2017 enacted May 26, 2017.  

Heritage Easement Agreement registered as Instrument # AT4777185 on January 10, 2018.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.  ",12-Jul-16,02-Oct-17,16-Jun-05,,"597-2017, 1241-2017",King-Spadina HCD,,Y
10001,313039.179,4833779.086,1.90E+18,1101,Listed,580617,25 BRANT ST ,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",,,05-Dec-17,,,,,Y
10002,302253.859,4827747.973,1.92E+18,1101,Listed,573149,12 THIRTY THIRD ST ,,,,,27-Sep-06,,,,,NA
10003,302158.863,4827749.689,1.92E+18,1101,Listed,573161,41 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
10004,315321.608,4834217.285,1.90E+18,1102,Part IV,580639,145 FRONT ST E,205-77,"W. Davies & Company Pork Packing, first two stories in 1867; additions for J & J Taylor Safeworks, 1883, W.W. Blair -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on April 12, 1977",12-Apr-77,,20-Jun-73,205-77,,,,NA
10005,315305.846,4834650.174,1.90E+18,1101,Listed,580656,118 SHERBOURNE ST ,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in 1908. Industrial building type.,,,16-Dec-20,,,,,
10006,313640.322,4834270.824,1.90E+18,1103,Part V,580662,232 QUEEN ST W,979-2007,"Adopted by City Council on July 16,17,18,19, 2007",,27-Sep-07,19-Jul-07,,979-2007,Queen Street West,,N
10007,314748.497,4834837.66,1.90E+18,1102,Part IV,580688,191 CHURCH ST ,1141-2020,"Part of row housing at 191-197 Church Street; 1848 -adopted by City Council on June 20, 1973.  City Council stated its intention to designate this property February 26, 2020. Designation By-law 1141-2020 enacted by City Council December 18, 2020.",18-Dec-20,,20-Jun-73,1141-2020,,,26-Feb-20,NA
10008,314747.587,4834853.447,1.90E+18,1102,Part IV,580689,195 CHURCH ST ,1141-2020,"Part of row housing at 191-197 Church Street: replacement building, 1981-82; Mekinda, Snyder & Weis -adopted by City Council on June 20, 1973.  City Council stated its intention to designate this property February 26, 2020.  Designation By-law 1141-2020 enacted by City Council December 18, 2020.",18-Dec-20,,20-Jun-73,1141-2020,,,26-Feb-20,NA
10009,314101.661,4836182.461,1904,1101,Listed,580702,17 ISABELLA ST ,,"House for William Britton, M.D., 1885 -adopted by City Council on Oct. 31 and Nov. 4, 1983",,,31-Oct-83,,,,,NA
10010,314013.08,4836253.847,1.90E+18,1101,Listed,580704,655 YONGE ST ,,"Part of a commercial block at 655-659 Yonge Street; 1887 -adopted by City Council on March 15, 1974.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,,15-Mar-74,,,,,Y
10011,316144.947,4834754.836,1.90E+18,1101,Listed,580713,507 KING ST E,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in 1923. Warehouse/Factory building type.,,,16-Dec-20,,,,,
10012,316163.614,4834847.104,1.90E+18,1101,Listed,580717,464 KING ST E,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in Pre-1884. Terrace building type.,,,16-Dec-20,,,,,
10013,315895.51,4834624.546,1.90E+18,1101,Listed,580718,356 KING ST E,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in 1884-1889. Main Street Commercial Block building type.,,,16-Dec-20,,,,,
10014,315718.118,4834534.36,1.90E+18,1101,Listed,580719,67 BERKELEY ST ,,"Part of row housing at 55-79 Berkeley Street; 1872 -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
10015,315718.118,4834534.36,1.90E+18,1101,Listed,580719,67 BERKELEY ST ,,"Row Housing; 1872 -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
10016,302145.749,4827798.94,1.92E+18,1101,Listed,573164,51 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
10017,302161.272,4827827.668,1.92E+18,1101,Listed,573168,19 DOMINION RD ,,,,,27-Sep-06,,,,,NA
10018,302175.493,4827835.198,1.92E+18,1101,Listed,573169,17 DOMINION RD ,,,,,27-Sep-06,,,,,NA
10019,302201.524,4827840.944,1.92E+18,1101,Listed,573171,11 DOMINION RD ,,,,,27-Sep-06,,,,,NA
10020,302090.932,4827809.932,1.92E+18,1101,Listed,573197,46 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
10021,328948.044,4853481.421,1.90E+18,1102,Part IV,578804,260-264 OLD FINCH AVE ,19831,"Milne House and Ice House; DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on April 5, 1982",05-Apr-82,,,19831,,,,NA
10022,331179.896,4854811.97,1.90E+18,1101,Listed,578808,11 BEARE RD ,,John Beare House,,,27-Sep-06,,,,,NA
10023,331851.972,4855340.432,1.90E+18,1101,Listed,578815,14 PICKERING TOWN LINE ,,Collins House,,,27-Sep-06,,,,,NA
10024,330973.817,4855369.814,1.90E+18,1101,Listed,578822,20 BEARE RD ,,Jacob Reesor House,,,27-Sep-06,,,,,NA
10025,315636.553,4834680.541,1.90E+18,1101,Listed,580723,108 BERKELEY ST ,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in 1884-1890. Bay And Gable building type.,,,16-Dec-20,,,,,
10026,316299.192,4835068.5,1.90E+18,1101,Listed,580726,550 QUEEN ST E,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in 1910-1913. Warehouse/Factory building type.,,,16-Dec-20,,,,,
10027,315787.849,4834914.335,1.90E+18,1101,Listed,580729,378 QUEEN ST E,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in 1903-1913. Main Street Commercial Row building type.,,,16-Dec-20,,,,,
10028,315344.56,4835775.872,1.90E+18,1103,Part V,580738,219 CARLTON ST ,325-2008,"House; 1882, at Berkeley Street (SE) -adopted by City Council on Aug. 18, 1976",,29-Apr-08,18-Aug-76,,325-2008,Cabbagetown Northwest,,
10029,315294.944,4835758.491,1.90E+18,1103,Part V,580739,211 CARLTON ST ,325-2008,"Semi-detached house; 1872 -adopted by City Council on Aug. 18, 1976",,29-Apr-08,18-Aug-76,,325-2008,Cabbagetown Northwest,,
10030,315268.51,4835806.53,1.90E+18,1103,Part V,580742,212 CARLTON ST ,325-2008,"Adopted by City Council on December 11, 12, 13, 2007",,29-Apr-08,13-Dec-07,,325-2008,Cabbagetown Northwest,,
10031,318037.676,4835606.782,1.90E+18,1101,Listed,580752,1112 QUEEN ST E,,"Identified through the Queen Street East - Leslieville Planning Study (2014), part of the Queen Street East - Leslieville Historic Context. Built c.1899-1903. Main street commercial row building type.
",,,05-May-21,,,,,
10032,302117.208,4827734.262,1.92E+18,1101,Listed,573202,32 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
10033,302102.137,4827931.766,1.92E+18,1101,Listed,573211,67 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
10034,302198.112,4827929.807,1.92E+18,1101,Listed,573219,42 THIRTY THIRD ST ,,,,,27-Sep-06,,,,,NA
10035,302206.097,4827887.094,1.92E+18,1101,Listed,573222,28 THIRTY THIRD ST ,,,,,27-Sep-06,,,,,NA
10036,302147.032,4827869.937,1.92E+18,1101,Listed,573226,20 DOMINION RD ,,,,,27-Sep-06,,,,,NA
10037,301996.364,4827890.664,1.92E+18,1101,Listed,573234,35 MARINA AVE ,,,,,27-Sep-06,,,,,NA
10038,329466.528,4854820.882,1.90E+18,1101,Listed,578827,3 REESOR RD ,,Peter Reesor House,,,27-Sep-06,,,,,NA
10039,331109.751,4857021.058,1.90E+18,1102,Part IV,578837,8327 STEELES AVE E,22934,"Christain Reesor House; DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on April 23, 1990",23-Apr-90,,,22934,,,,NA
10040,329975.597,4856640.111,1.90E+18,1101,Listed,578838,7937-7959 STEELES AVE E,,Flavius Reesor Houses,,,27-Sep-06,,,,,NA
10041,329552.51,4856495.252,1.90E+18,1101,Listed,578842,7501 STEELES AVE E,,Noah Reesor Farm,,,27-Sep-06,,,,,NA
10042,307681.081,4834625.996,1.90E+18,1101,Listed,578851,1873 BLOOR ST W,,SEE 1873 Bloor St. West,,,23-Jul-79,,,,,NA
10043,307681.081,4834625.996,1.90E+18,1101,Listed,578851,1873 BLOOR ST W,,"J.G. Howard House, 1836 -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
10044,307681.081,4834625.996,1.90E+18,1101,Listed,578851,1873 BLOOR ST W,,"J.G. Howard/I./O.D.E. Gate, 1913 (at High Park Blvd), adopted by City Council on July 23 & 24, 1979",,,24-Jul-79,,,,,NA
10045,308442.346,4835601.513,1.90E+18,1101,Listed,578873,30 EDWIN AVE ,,"Toronto Hydro Junction Substation; 1911, Robert McCallum, City Architect -adopted by City Council on July 8 & 9, 1998",,,09-Jul-98,,,,,NA
10046,302067.361,4827889.382,1.92E+18,1101,Listed,573240,52 LONG BRANCH AVE ,,,,,27-Sep-06,,,,,NA
10047,302042.585,4827846.817,1.92E+18,1101,Listed,573244,26 DOMINION RD ,,,,,27-Sep-06,,,,,NA
10048,302088.59,4827967.359,1.92E+18,1102,Part IV,573247,69 LONG BRANCH AVE ,75-2018,"St. Agnes Anglican Church. Council stated its intention to designate under Part IV on May 3, 2016. Designation By-law 75-2018 enacted by City Council February 1, 2018.  ",01-Feb-18,,27-Sep-06,75-2018,,,03-May-16,NA
10049,302103.839,4827971.956,1.92E+18,1102,Part IV,573260,24 MARINA AVE ,75-2018,"Council included the property on the City's Heritage Register and stated its intention to designate on May 3, 2016.  Designation By-law 75-2018 enacted by City Council February 1, 2018.",01-Feb-18,,03-May-16,75-2018,,,03-May-16,
10050,308587.624,4833055.487,1.90E+18,1101,Listed,578888,71 THE QUEENSWAY  ,,"Parkdale Pumping Station, c.1940; adjoining service building c.1952; adopted by City Council on February 1, 2, & 3, 2005",,,03-Feb-05,,,,,NA
10051,309733.291,4833113.147,1.90E+18,1101,Listed,578891,1457 QUEEN ST W,,"Parkdale Substation; 1928, Toronto Hydro-Electric Commission, Chief Engineer R.E. Hart, architect -adopted by City Council on April 13 and 20, 1993",,,13-Apr-93,,,,,NA
10052,307653.859,4841169.388,1.91E+18,1101,Listed,579633,1144 LAWRENCE AVE W,,"Lawrence Pumping Station and Reservoir, 1958-59; adopted by City Council on Dec. 2, 2004",,,02-Dec-04,,,,,NA
10053,312467.329,4832665.233,1.90E+18,1101,Listed,578942,651 FLEET ST ,,"Queen's Wharf Lighthouse, 1861, Kivas Tully, at Lake Shore Blvd. W. -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
10054,310977.961,4833011.302,1.90E+18,1101,Listed,578946,1155 KING ST W,,"Warden's House, Mercer Reformatory, 1894, Kivas Tully Provincial Architect; adopted by City Council on June 14, 15, 16, 2005",,,16-Jun-05,,,,,NA
10055,312282.91,4833277.538,1.90E+18,1101,Listed,578948,677 WELLINGTON ST W,,"Wellington Destructor, c. 1925, G. W. F. Price City Architect, modified by J.J. Woolnough; adopted by City Council on June 14, 15, 16, 2005",,,16-Jun-05,,,,,NA
10056,310929.643,4833449.181,1.90E+18,1101,Listed,578949,1117 QUEEN ST W,,"Postal Station C; 1902, S.G. Curry -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
10057,311292.618,4833634.451,1.90E+18,1101,Listed,578953,16 OSSINGTON AVE ,,"Fire Hall No. 9; 1878; adopted by City Council on February 4, 5, 6, 7, 10, 11, 2003",,,04-Feb-03,,,,,NA
10058,301895.485,4827855.199,1.92E+18,1101,Listed,573344,47 MARINA AVE ,,,,,27-Sep-06,,,,,NA
10059,312807.376,4836264.073,1.90E+18,1102,Part IV,578969,174 ST GEORGE ST ,41-83,"House, 1893, James McCabe, bldr. -adopted by City Council on July 2, 1974 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on January 10, 1983 (heritage easement agreement, Registered CT632344, Nov. 23/83)",10-Jan-83,,02-Jul-74,41-83,,,,NA
10060,312820.465,4836774.053,1.90E+18,1101,Listed,578972,77 ADMIRAL RD ,,"House; 1909-10, Darling & Pearson at Bernard Av. -adopted by City Council on July 2, 1974",,,02-Jul-74,,,,,NA
10061,312671.878,4837383.384,1.90E+18,1101,Listed,578984,235 COTTINGHAM ST ,,"Poplar Plains Pumping Station; 1906, R. McCallum; altered 1910, attributed to R. McCallum; altered 1914, attributed to W.W. Pearse; altered 1952 -adopted by City Council on September 23, 1985",,,23-Sep-85,,,,,NA
10062,312720.95,4837280.431,1.90E+18,1101,Listed,578985,290 MACPHERSON AVE ,,"MacPherson Avenue Hydro Sub-Station; 1911, attributed to Robert McCallum -adopted by City Council on Feb. 23, 1989",,,23-Feb-89,,,,,NA
10063,312059.307,4838084.609,1.90E+18,1101,Listed,578986,301 ST CLAIR AVE W,,"Churchill Park Pumping Station, 1930, City Engineers -adopted by City Council on March 31, 1980",,,31-Mar-80,,,,,NA
10064,314643.276,4833796.994,1.90E+18,1102,Part IV,578987,1 FRONT ST W,634-2006 // 423-2017,"Dominion Public Building/Toronto Customs House, Entrance Block and Eastern Section: 1929-32, Western Section: 1935-36, Thomas W. Fuller -adopted by City Council on June 20, 1973, Part of the Union Station Heritage Conservation District, enacted by  City Council on July 27, 2006.  Council stated its Intention to Designate under Part IV on January 10, 2017.  Part IV Designation by-law 423-2017 passed on May 10, 2017.",10-May-17,27-Jul-06,20-Jun-73,634-2006 // 423-2017,634-2006 // 423-2017,Union Station,10-Jan-17,
10065,314689.829,4830371.623,1.90E+18,1102,Part IV,578991,1 CENTRE ISLAND PK ,852-79,"St. Andrew by the Lake; 1885, A.R. Denison; add. 1895; renovated 1984 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Oct. 1, 1979",01-Oct-79,,20-Jun-73,852-79,,,,NA
10066,314689.829,4830371.623,1.90E+18,1101,Listed,578991,1 CENTRE ISLAND PK ,,"Morrison Planter; 1876 -adopted by City Council on July 23, 1979",,,23-Jul-79,,,,,NA
10067,314689.829,4830371.623,1.90E+18,1101,Listed,578991,1 CENTRE ISLAND PK ,,"Gibralter Point Lighthouse; 1806, Thomson, mason; Hanlan's Point -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
10068,314689.829,4830371.623,1.90E+18,1101,Listed,578991,1 CENTRE ISLAND PK ,,"Pumping Station, filtration plant; 1915, Allen Hazen, designer -adopted by City Council on July 2, 1974",,,02-Jul-74,,,,,NA
10069,301914.865,4827797.066,1.92E+18,1101,Listed,573353,42 DOMINION RD ,,,,,27-Sep-06,,,,,NA
10070,301939.053,4827597.613,1.92E+18,1101,Listed,573356,31 THIRTY SIXTH ST ,,,,,27-Sep-06,,,,,NA
10071,314414.332,4832987.752,1.90E+18,1101,Listed,578999,207 QUEENS QUAY  W,,"Terminal Building, 1928, Moores & Duneford of New York City -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
10072,312906.109,4833891.009,1.90E+18,1102,Part IV,579014,497 RICHMOND ST W,1350-2013,"Water Works Building; 1931, J.J. Woolnough, City Architect -adopted by City Council on May 2, 1983.  Intention to Designated adopted by City Council June 6, 2012.  City Council adopted designation by-law 1350-2013 October 8-11, 2013.

Heritage Easement Agreement for 60 Brant Street registered as Instrument No. AT4314945 on August 18, 2016 and Heritage Easement Agreement for 497/505 Richmond Street West registered as Instrument No. AT4314944 on August 18, 2016.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",08-Oct-13,04-Oct-17,02-May-83,1350-2013,1241-2017,King-Spadina HCD,06-Jun-12,Y
10073,313768.247,4834087.161,1.90E+18,1101,Listed,579015,29 NELSON ST ,,"Toronto Hydroelectric Substation D (now known as Duncan Station), 1910; Robert McCallum, architect -adopted by City Council on May 6 and 7, 1991.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",,,06-May-91,,,,,Y
10074,315025.456,4833642.147,1.90E+18,1102,Part IV,579018,55 LAKE SHORE BLVD E,45-2021,"LCBO Office & Warehouse, c. 1947; adopted by City Council on May 21, 22, 23, 2003.  Revised Reasons for Inclusion adopted by City Council March 26, 2018.  City Council stated its intention to designate December 16, 2020.  City Council enacted by-law 45-2021 on February 5, 2021 designating the property at 55 Lake Shore Blvd. E.

http://app.toronto.ca/tmmis/viewAgendaItemHistory.do?item=2018.TE30.17",05-Feb-21,,21-May-03,45-2021,,,16-Dec-20,NA
10075,308255.552,4847618.139,1.91E+18,1101,Listed,579751,685 FINCH AVE W,,"Shadowbrook, 1928",,,27-Sep-06,,,,,NA
10076,311692.434,4844493.201,1.91E+18,1101,Listed,579771,215 YONGE BLVD ,,"Strathrobyn/ Gates of Glenalton (Canadian Forces College), circa 1926",,,27-Sep-06,,,,,NA
10077,302019.013,4827594.169,1.92E+18,1101,Listed,573389,26 THIRTY FIFTH ST ,,,,,27-Sep-06,,,,,NA
10078,313353.834,4834930.811,1.90E+18,1101,Listed,579046,6 HENRY ST ,,"Beverley Place (Hydro Block), 1978, A.J. Diamond Donald Schmitt and Company; adopted by City Council on March 5, 6, 2007",,,06-Mar-07,,,,,NA
10079,313977.796,4834559.296,1.90E+18,1101,Listed,579051,361 UNIVERSITY AVE ,,"Toronto Courthouse, 1966, additions 1985 & 1987; adopted by City Council on Dec. 13, 2007",,,13-Dec-07,,,,,NA
