X,Y,Status,Address,ByLaw,Details,StatusCode
332147.672,4852153.462,Part IV,0 TWYN RIVERS DR E S,25152,"Maxwell's Bridge; Twyn Rivers Drive, DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on June 24, 1997",1102
332147.672,4852153.462,Part IV,0 TWYN RIVERS DR N/S,25152,"Maxwell's Bridge; Twyn Rivers Drive, DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on June 24, 1997",1102
332147.672,4852153.462,Part IV,0 TWYN RIVERS DR N/S,25152,"Maxwell's Bridge; Twyn Rivers Drive, DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on June 24, 1997",1102
332147.672,4852153.462,Part IV,0 TWYN RIVERS DR N/S,25152,"Maxwell's Bridge; Twyn Rivers Drive, DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on June 24, 1997",1102
316883.1621,4839627.938,Listed,0 MILLWOOD RD E/S, ,"Leaside Bridge; adopted by City Council on April 16, 2005",1101
316821.1584,4839777.425,Listed,0 MILLWOOD RD N/S, ,"Leaside Bridge; adopted by City Council on April 16, 2005",1101
316799.7125,4839770.868,Listed,0 MILLWOOD RD N/S, ,"Leaside Bridge; adopted by City Council on April 16, 2005",1101
311864.2073,4832793.093,Part IV,0 EAST LIBERTY ST,378-96,"Remnants of Central Prison, formerly known as 20 Strachan Av., addition 1877, Roman Catholic Chapel, attributed to Kivas Tully -adopted by City Council on Jan. 28 & Feb. 1, 1985 -DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 12 & 13, 1996 (heritage",1102
311864.1224,4832793.371,Part IV,0 EAST LIBERTY ST,378-96,"Remnants of Central Prison, formerly known as 20 Strachan Av., addition 1877, Roman Catholic Chapel, attributed to Kivas Tully -adopted by City Council on Jan. 28 & Feb. 1, 1985 -DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 12 & 13, 1996 (heritage",1102
311215.746,4833140.511,Part IV,0 EAST LIBERTY ST N/S,378-96,"Remnants of Central Prison, formerly known as 20 Strachan Av., addition 1877, Roman Catholic Chapel, attributed to Kivas Tully -adopted by City Council on Jan. 28 & Feb. 1, 1985 -DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 12 & 13, 1996 (heritage",1102
311662.5764,4832992.622,Part IV,0 EAST LIBERTY ST N/S,378-96,"Remnants of Central Prison, formerly known as 20 Strachan Av., addition 1877, Roman Catholic Chapel, attributed to Kivas Tully -adopted by City Council on Jan. 28 & Feb. 1, 1985 -DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 12 & 13, 1996 (heritage",1102
311864.1224,4832793.371,Part IV,0 EAST LIBERTY ST,378-96,"Remnants of Central Prison, formerly known as 20 Strachan Av., addition 1877, Roman Catholic Chapel, attributed to Kivas Tully -adopted by City Council on Jan. 28 & Feb. 1, 1985 -DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 12 & 13, 1996 (heritage",1102
311864.1224,4832793.371,Part IV,0 EAST LIBERTY ST,378-96,"Remnants of Central Prison, formerly known as 20 Strachan Av., addition 1877, Roman Catholic Chapel, attributed to Kivas Tully -adopted by City Council on Jan. 28 & Feb. 1, 1985 -DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 12 & 13, 1996 (heritage",1102
328299.2733,4844668.373,Listed,7 X SCARBOROUGH GOLF CLUB RD, ,Washington Cemetery (no structure on site),1101
315695.1498,4831200.758,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - The Gate Lodge; Centre Island (Chippawa Cottage) -adopted by City Council on July 2, 1974",1101
315695.3005,4831201.652,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Boathouse (Annex) ""locker rooms for single men"" Centre Island -adopted by City Council on July 2, 1974",1101
315694.4062,4831201.803,Listed,1 SOUTH ISLAND, ,"R.C.Y.C. - Clubhouse; c.1896, Dick & Wickson, Centre Island -adopted by City Council on July 2, 1974",1101
299631.1878,4829468.893,Part IV,MIDDLE ROAD BRIDGE,1986-281,"Middle Road Bridge, 1909 Barber and Young, Designers.  Designation By-law passed on December 15, 1986.",1102
313660.1515,4833831.405,Listed,GEORGE L. GARDEN BUILDING, ,"George L. Garden Building (1875) is a three-storey commercial building.  Adopted by City Council on Oct. 29, 2009.",1101
313657.3557,4833822.982,Listed,GEORGE L. GARDEN BUILDING, ,"George L. Garden Building (1875) is a three-storey commercial building.  Adopted by City Council on Oct. 27, 2009.",1101
313653.2648,4833821.829,Listed,JAMES MCGEE BUILDING, ,"James McGee Building (1876) consists of a trio of three-storey commercial building.  Adopted by City Council on Oct. 27, 2009.",1101
313647.0801,4833828.483,Listed,JAMES MCGEE BUILDING, ,"James McGee Building (1876) consists of a trio of three-storey commercial building.  Adopted by City Council on Oct. 27, 2009.",1101
313645.4368,4833819.485,Listed,JAMES MCGEE BUILDING, ,"James McGee Building (1876) consists of a trio of three-storey commercial building.  Adopted by City Council on Oct. 27, 2009.",1101
313635.4016,4833826.915,Listed,GARDINER BOYD BUILDINGS, ,(With the entrance address of 303 King Street West) Gardiner Boyd Buildings (1886) consists of a pair of three-storey commercial buildings.  Adopted by City Council on Oct. 27. 2009.,1101
313613.4631,4833818.498,Listed,JOSEPH DEVLIN BUILDING, ,Joseph Devlin Building (1884) is a three-storey commercial building.  Adopted by City Council on Oct. 27. 2009.,1101
313558.9133,4833797.916,Listed,GARDINER BOYD BUILDINGS, ,"(the western most portion of the property with an entrance address of 333 King St West and containing the Gardiner Boyd Buildings (1886) were constructed as a pair of three-storey commercial buildings.  Adopted by City Council on Oct. 27, 2009.",1101
304595.4666,4847938.755,Listed,YORK UNIVERSITY, ,"York University.  Adopted by City Council on Sept. 27, 2006.  Jacob Snider (Hart) House.",1101
321400.4877,4836229.923,Listed,HUBBARD FOURPLEX, ,"Adopted by City Council on June 8, 2010.",1101
321403.7944,4836234.643,Listed,HUBBARD FOURPLEX, ,"Adopted by City Council on June 8, 2010.",1101
321414.1444,4836234.822,Listed,HUBBARD FOURPLEX, ,"Adopted by City Council on June 8, 2010.",1101
321416.7342,4836238.78,Listed,HUBBARD FOURPLEX, ,"Adopted by City Council on June 8, 2010.",1101
321425.5501,4836238.354,Listed,HUBBARD FOURPLEX, ,"Adopted by City Council on June 8, 2010.",1101
321429.5499,4836242.879,Listed,HUBBARD FOURPLEX, ,"Adopted by City Council on June 8, 2010.",1101
321436.8132,4836249.307,Listed,HUBBARD FOURPLEX, ,"Adopted by City Council on June 8, 2010.",1101
321446.1442,4836247.048,Listed,HUBBARD FOURPLEX, ,"Adopted by City Council on June 8, 2010.",1101
321371.2488,4836196.709,Listed,WINEVA FOURPLEX, ,"Adopted by City Council on June 8, 2010.",1101
321369.5462,4836203.164,Listed,WINEVA FOURPLEX, ,"Adopted by City Council on June 8, 2010.",1101
321367.3738,4836210.491,Listed,WINEVA FOURPLEX, ,"Adopted by City Council on June 8, 2010.",1101
318137.5836,4836173.103,Part IV,ST. CLEMENT'S ANGLICAN CHURCH,33-2011,"St. Clement's Anglican Church.  City Council stated its Intention to Designate on July 6, 7 and 8, 2010.  By-law enacted by City Council on December 16, 2010.",1102
318180.2065,4846129.655,Listed,CITADEL VILLAGE, ,"Citadel Village, 1967.  Tampold & Wells.  Listed by Toronto City Council on Sept 27, 2006.",1101
311316.817,4833074.156,Listed,61 HANNA AVE, ,"Hinde and Dauch Paper Company Factory; adopted by City Council on July 20, 21, 22, 2004.  As of August 2010, this property is now know as 61 Hanna Ave (formerly known as 43 Hanna Ave).",1101
310310.2237,4842298.711,Part IV,ASBURY AND WEST UNITED CHURCH,35-2011,"Inclusion on the City's Inventory of Heritage Properties and  Intention to Designate adopted by City Council August 26, 2010.  Designation Bylaw passed by City Council on Dec. 16, 2010.  City Council adopted Bylaw 36-2011 on Dec. 16, 2011 to provide for",1102
313066.4985,4840865.666,Part IV,NORTH TORONTO COLLEGIATE,1061-2009,See 70 Roehampton Avenue,1102
319741.121,4846048.861,Listed,1-85 ELLESMERE RD, ,"Parkway Plaza Grocery Store 1958, adopted Jan 28, 2009.",1101
305252.177,4828961.745,Part IV,2669-2673 LAKE SHORE BLVD W,99-2015,"Council enacted designation by-law December 11, 2014.",1102
322840.272,4840475.477,Part IV,80 BELL ESTATE RD, , ,1102
315356.34,4840190.894,Part IV,51 HANNA AVE, , ,1102
314279.6793,4834316.819,Part IV,GRAPHIC ARTS BLDG, , ,1102
295914.87,4842154.437,Part IV,580 REXDALE BLVD,1404-2012,"Sharon Cemetery.  Designation by-law 1404-2012 enacted by City Council November 1, 2012.",1102
301838.1145,4840188.444,Listed,WESTON GOLF AND COUNTRY CLUB, , ,1101
316590.572,4836133.03,Part IV,450 BROADVIEW AVE,1038-2015,"St. Matthew's Lawn Bowling Clubhouse (moved from 548 Gerrard Street East)

Council enacted designation by-law 1038-2015 October 2, 2015.",1102
